index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
2044,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,208160.93863416574,Küçük Şehir,Giyim,3574.456484084825,11.218668771141834,Etmiyor,obek_5,87.25740022522278
2045,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,232639.03916787554,Küçük Şehir,Kozmetik,8939.060835231561,53.155601689485415,Ediyor,obek_8,132.8475173204037
2046,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,269574.9467580174,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4647.824688706856,10.478148521516667,Etmiyor,obek_5,118.23054505243233
2047,Kadın,>60,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,120479.73226471806,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3688.211635630315,16.313659418000586,Etmiyor,obek_2,40.993346345027874
2048,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,230454.02303656124,Küçük Şehir,Elektronik ve Teknolojik Ürünler,8536.13947325476,54.299428584784565,Ediyor,obek_8,188.14074712658027
2049,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,258512.30458791796,Büyük Şehir,Ev ve Mobilya,9673.946255860665,48.43642251487184,Ediyor,obek_8,107.31295677869943
2050,Erkek,>60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,448242.24972451467,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6108.877339898601,12.45703299798688,Etmiyor,obek_3,16.27773276360955
2051,Kadın,>60,Evli,Üniversite Mezunu,Emekli,480623.20795750164,Köy veya Kasaba,Kozmetik,39187.60278520029,30.761572131034193,Etmiyor,obek_1,46.467250536193944
2052,Kadın,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,311170.96599178563,Büyük Şehir,Ev ve Mobilya,8447.571793192505,47.87074928477164,Ediyor,obek_8,208.65424189525646
2053,Kadın,31-40,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,232354.30498806626,Büyük Şehir,Kozmetik,4234.406102630468,10.150663076850403,Etmiyor,obek_5,94.31587934655748
2054,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,233431.77390931576,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4088.1888150433397,9.917336143566896,Etmiyor,obek_5,105.53908304614393
2055,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,349322.9505770814,Küçük Şehir,Ev ve Mobilya,31905.31776657795,19.404768535444703,Ediyor,obek_7,96.14673962483917
2056,Erkek,18-30,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,155702.66796927396,Küçük Şehir,Giyim,6157.209070561674,3.6228054846728597,Etmiyor,obek_1,9.213199044693656
2057,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,153544.8065323863,Küçük Şehir,Giyim,4107.252083944497,18.31102325676227,Etmiyor,obek_2,39.56012364386348
2058,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,766590.2013041641,Küçük Şehir,Kozmetik,37206.74979553903,39.88975732565568,Etmiyor,obek_4,93.20352084341994
2059,Erkek,>60,Bekar,Lise Mezunu,Kendi İşinin Sahibi,300850.15429046866,Küçük Şehir,Ev ve Mobilya,7431.080024975994,15.527387982503303,Etmiyor,obek_3,23.328121907601517
2060,Erkek,>60,Evli,Doktora Ötesi,Kendi İşinin Sahibi,466180.64698189887,Kırsal,Spor Malzemeleri,42081.99158046845,28.969401460803322,Etmiyor,obek_6,50.24093026566266
2061,Erkek,51-60,Evli,Yüksek Lisans Mezunu,Emekli,480521.94584242254,Kırsal,Elektronik ve Teknolojik Ürünler,43554.76658761778,34.00684131081782,Etmiyor,obek_6,49.115666298395126
2062,Kadın,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,202447.3254238858,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9743.258812414084,59.78739277696536,Ediyor,obek_8,151.14198177712018
2063,Kadın,31-40,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,746708.5461147391,Büyük Şehir,Spor Malzemeleri,31808.607389821125,39.49008479736671,Etmiyor,obek_4,93.68299893922357
2064,Erkek,41-50,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,206599.24244151308,Büyük Şehir,Elektronik ve Teknolojik Ürünler,3541.30847424751,9.847787989946873,Etmiyor,obek_5,106.44798222479523
2065,Kadın,31-40,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,145489.9531296417,Kırsal,Giyim,5143.144568916586,6.838863449291939,Etmiyor,obek_1,8.889097922086158
2066,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,340125.76448658865,Büyük Şehir,Giyim,27235.822418036372,21.414680099862352,Etmiyor,obek_7,109.4085334359994
2067,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,271173.4784508632,Büyük Şehir,Spor Malzemeleri,6178.020916137263,14.705676248455925,Etmiyor,obek_3,19.03173047954209
2068,Erkek,>60,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,363454.32241309236,Köy veya Kasaba,Giyim,6611.962482495047,12.743658957052341,Etmiyor,obek_3,19.856477494902396
2069,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,349271.294267566,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6670.523659501453,15.25217507942215,Etmiyor,obek_3,18.010348697438033
2070,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,361404.1395981099,Küçük Şehir,Spor Malzemeleri,26132.669913745733,20.140466335777013,Etmiyor,obek_7,97.96261152504509
2071,Kadın,51-60,Bekar,Üniversite Mezunu,Emekli,480715.0861589951,Köy veya Kasaba,Ev ve Mobilya,41933.867057871,32.62742953521918,Etmiyor,obek_5,57.65503266748878
2072,Kadın,51-60,Bekar,Üniversite Mezunu,Emekli,530359.0419365322,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,38660.42127959319,30.570196813600536,Etmiyor,obek_6,51.47149698071116
2073,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,220233.96017369692,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3829.5083775878247,10.647837814938066,Etmiyor,obek_5,115.1378659769566
2074,Erkek,>60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,412308.1031377843,Büyük Şehir,Giyim,5837.326331873406,14.89294206598497,Etmiyor,obek_3,19.681940988206215
2075,Kadın,41-50,Bekar,İlkokul Mezunu,Kendi İşinin Sahibi,341186.50140452135,Küçük Şehir,Giyim,26875.016563528487,20.956170422525485,Etmiyor,obek_7,122.99211774305255
2076,Kadın,18-30,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,185756.62798540926,Küçük Şehir,Kozmetik,5170.670046064967,1.2202166922433455,Ediyor,obek_1,9.63318777254606
2077,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,163366.9736076942,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4200.182201544804,9.139655889129273,Etmiyor,obek_5,97.59279631624315
2078,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,214928.65499273915,Küçük Şehir,Kozmetik,3832.359225204338,8.46777519256024,Etmiyor,obek_5,92.82080479654742
2079,Erkek,41-50,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,306097.11297878274,Küçük Şehir,Ev ve Mobilya,6330.237010845537,14.94495057546923,Etmiyor,obek_3,16.133588260417305
2080,Kadın,>60,Evli,Eğitimsiz,Kendi İşinin Sahibi,130806.01551553475,Küçük Şehir,Giyim,3857.8984839710556,23.629713888316882,Etmiyor,obek_2,53.40196345810755
2081,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,261434.16664288635,Küçük Şehir,Kozmetik,8793.779371895575,57.346259284351035,Ediyor,obek_8,145.7757089519817
2082,Kadın,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,488235.89423113427,Kırsal,Giyim,41237.57796861678,30.73219770718407,Etmiyor,obek_6,58.83861698404114
2083,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,310947.4520946528,Küçük Şehir,Ev ve Mobilya,6285.868721196801,15.14836161411033,Etmiyor,obek_3,17.152982194294122
2084,Kadın,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,242634.69576349968,Küçük Şehir,Spor Malzemeleri,9672.692141472084,45.27806804068819,Etmiyor,obek_8,144.76431417380243
2085,Kadın,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,358516.65584419237,Küçük Şehir,Ev ve Mobilya,25034.71546000287,20.730932845334088,Etmiyor,obek_7,96.419137106741
2086,Erkek,51-60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,490167.6139751794,Kırsal,Spor Malzemeleri,41138.63632763833,28.184231822788078,Etmiyor,obek_6,59.11056492269508
2087,Kadın,51-60,Evli,Yüksekokul Mezunu,Emekli,495052.9843191034,Küçük Şehir,Kozmetik,42775.85607955132,30.016313406991348,Etmiyor,obek_6,45.978034662755455
2088,Erkek,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,351296.157240819,Küçük Şehir,Elektronik ve Teknolojik Ürünler,30869.52938252782,18.67288003316531,Etmiyor,obek_7,96.20816199152169
2089,Erkek,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,346507.9316545416,Küçük Şehir,Giyim,28171.0079281539,17.96681408763702,Etmiyor,obek_7,116.8026646359116
2090,Kadın,51-60,Evli,Yüksekokul Mezunu,Emekli,491276.16286130255,Köy veya Kasaba,Ev ve Mobilya,40456.55584725907,32.62799682260861,Etmiyor,obek_6,57.38711997728629
2091,Kadın,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,358528.3006770278,Köy veya Kasaba,Giyim,25796.692617705765,17.302352427425713,Etmiyor,obek_7,98.70845881400945
2092,Erkek,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,207942.80380701562,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4563.4685566284625,1.5133361392663973,Etmiyor,obek_1,12.634375928130542
2093,Kadın,31-40,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,933855.1198536528,Büyük Şehir,Ev ve Mobilya,38211.36459778623,42.95949387437085,Etmiyor,obek_4,110.22419907222627
2094,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,206112.34681897482,Küçük Şehir,Spor Malzemeleri,4064.5974832133593,10.651239327410789,Etmiyor,obek_5,92.44434893987724
2095,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,984087.7801390474,Büyük Şehir,Spor Malzemeleri,27789.044498392766,41.56157078463774,Etmiyor,obek_1,86.15023781563052
2096,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,719002.1061374777,Büyük Şehir,Ev ve Mobilya,37427.80497702093,38.43662516982749,Etmiyor,obek_4,89.63722275846773
2097,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,273657.1369808014,Küçük Şehir,Kozmetik,8657.794447879653,45.60532333399796,Ediyor,obek_8,120.0719676944801
2098,Erkek,>60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,468409.9007301205,Kırsal,Spor Malzemeleri,41463.04646747581,28.76878680869725,Etmiyor,obek_6,46.36678190521227
2099,Erkek,41-50,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,343767.7978885302,Büyük Şehir,Ev ve Mobilya,19926.123480814866,22.12600698889826,Ediyor,obek_7,111.23347542514247
2100,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,634671.670880007,Büyük Şehir,Elektronik ve Teknolojik Ürünler,37478.88014808273,39.8252895654109,Etmiyor,obek_4,111.6472058212331
2101,Erkek,41-50,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,242895.2582005953,Büyük Şehir,Giyim,5496.85404045486,7.025181209298359,Etmiyor,obek_1,11.530405653743054
2102,Kadın,18-30,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,836615.5989408126,Büyük Şehir,Kozmetik,33096.20386091809,35.85537977784802,Etmiyor,obek_4,102.50451004412353
2103,Erkek,18-30,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,331096.75612473383,Küçük Şehir,Ev ve Mobilya,24128.32395417305,19.414139486886587,Etmiyor,obek_7,94.89968560120938
2104,Erkek,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,226403.4113560708,Küçük Şehir,Spor Malzemeleri,3522.9772463072427,7.6208888483982715,Etmiyor,obek_4,88.71423073615013
2105,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,921974.6972309218,Büyük Şehir,Spor Malzemeleri,33014.766060009315,42.93977690632102,Etmiyor,obek_4,95.00582980518628
2106,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,359620.066484112,Köy veya Kasaba,Spor Malzemeleri,28571.654321539518,20.300626820549386,Etmiyor,obek_7,104.69753249800742
2107,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,295561.33037603885,Büyük Şehir,Spor Malzemeleri,6182.1576158195485,16.610370095890033,Etmiyor,obek_3,23.23075634034943
2108,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,151115.99737072887,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,5283.436527353131,12.666673780169614,Etmiyor,obek_2,46.38680853926486
2109,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,189287.87928749097,Küçük Şehir,Spor Malzemeleri,3581.393401612019,9.633608205429342,Etmiyor,obek_5,122.6600374754981
2110,Kadın,31-40,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,879014.8069948918,Kırsal,Giyim,33620.04904459663,40.685172486718585,Etmiyor,obek_4,105.5789100555707
2111,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,182253.3635209197,Küçük Şehir,Giyim,5928.063884682783,6.637950823437943,Etmiyor,obek_1,10.654681339359142
2112,Erkek,41-50,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,369563.8758941822,Küçük Şehir,Ev ve Mobilya,27129.419201900582,18.59387058100916,Etmiyor,obek_7,100.00177452507116
2113,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,371759.5555250928,Küçük Şehir,Giyim,25752.801892834035,19.405585297113262,Etmiyor,obek_7,93.11882345637184
2114,Erkek,18-30,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,299258.6782093218,Büyük Şehir,Ev ve Mobilya,6328.490362118332,14.408989096001852,Etmiyor,obek_3,14.408989096001852
2115,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,491474.64799505513,Kırsal,Giyim,43059.9256048651,31.69702867872761,Etmiyor,obek_6,44.59011039132094
2116,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,337559.94190357166,Küçük Şehir,Spor Malzemeleri,6498.961068198269,15.870004881063126,Etmiyor,obek_3,21.95200891424554
2117,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,309752.62499849655,Büyük Şehir,Spor Malzemeleri,6926.496835420089,13.317548961988077,Etmiyor,obek_3,15.2147573035556
2118,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,347788.49179115973,Büyük Şehir,Giyim,26617.536187581274,20.06057617207876,Etmiyor,obek_7,97.8422835091738
2119,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,362707.40994392324,Küçük Şehir,Elektronik ve Teknolojik Ürünler,26992.366613584178,19.186321591516105,Etmiyor,obek_7,111.40731260850896
2120,Kadın,18-30,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,336264.86401787103,Küçük Şehir,Ev ve Mobilya,26882.025598004733,17.604590051479345,Etmiyor,obek_7,90.87001623648804
2121,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,480389.43993072305,Kırsal,Kozmetik,41810.796421819905,32.489024458688775,Etmiyor,obek_6,53.40400208582502
2122,Erkek,>60,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,489588.3574324209,Kırsal,Ev ve Mobilya,37492.531479540026,31.202395995148468,Etmiyor,obek_6,58.8533117035191
2123,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,166615.5962950597,Kırsal,Giyim,3867.4569640276027,19.268898103666608,Etmiyor,obek_2,39.619012885125514
2124,Kadın,>60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,141573.05139268946,Büyük Şehir,Ev ve Mobilya,4489.951854316858,19.250186828063455,Ediyor,obek_2,54.90358425884603
2125,Kadın,41-50,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,143237.24407965963,Küçük Şehir,Spor Malzemeleri,4312.617013173549,16.197745413310656,Etmiyor,obek_2,44.14113391848549
2126,Kadın,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,505777.15981207485,Küçük Şehir,Ev ve Mobilya,40582.18977503436,31.61155671476191,Etmiyor,obek_6,55.303385141016705
2127,Kadın,31-40,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,172883.2273720188,Büyük Şehir,Ev ve Mobilya,3794.3978892021705,18.51788823553413,Etmiyor,obek_2,42.69171985794311
2128,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,239967.89526779944,Köy veya Kasaba,Kozmetik,3900.6839359421224,10.60096660724295,Etmiyor,obek_5,99.43550380396914
2129,Erkek,31-40,Evli,Üniversite Mezunu,Emekli,331813.75216207554,Büyük Şehir,Elektronik ve Teknolojik Ürünler,26967.888130702864,18.853174989930057,Etmiyor,obek_7,84.0892912766767
2130,Kadın,41-50,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,140964.26502271247,Büyük Şehir,Giyim,4151.8161683687995,12.383897568967077,Etmiyor,obek_2,49.390477659217765
2131,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,313499.7476640724,Büyük Şehir,Elektronik ve Teknolojik Ürünler,5947.3999380188025,14.876075733098023,Etmiyor,obek_3,20.079456010614614
2132,Erkek,31-40,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,222564.48967801975,Büyük Şehir,Spor Malzemeleri,4094.445631037279,10.136971717465716,Etmiyor,obek_5,108.10553771098658
2133,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,341388.79410537356,Küçük Şehir,Ev ve Mobilya,24990.058945412602,19.52212948544249,Etmiyor,obek_7,88.55219052941588
2134,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,226643.5178283826,Küçük Şehir,Ev ve Mobilya,3343.3810518295904,10.06758431584182,Etmiyor,obek_5,104.8168901129587
2135,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,231494.71323919488,Köy veya Kasaba,Kozmetik,5240.719888664683,4.094610664475173,Etmiyor,obek_1,11.260369500892992
2136,Erkek,31-40,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,210548.51638105512,Büyük Şehir,Elektronik ve Teknolojik Ürünler,3279.928569860118,8.228764376517741,Etmiyor,obek_5,86.77373623488324
2137,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,182544.0837514674,Küçük Şehir,Spor Malzemeleri,6583.37716587948,14.38554943212833,Etmiyor,obek_3,19.89261606695093
2138,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,1045813.480144865,Büyük Şehir,Ev ve Mobilya,35154.54633800572,35.73197150562041,Etmiyor,obek_4,96.3256716168487
2139,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,228896.88768575928,Büyük Şehir,Ev ve Mobilya,8252.155048913732,44.68336075047647,Ediyor,obek_8,129.44909218983037
2140,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,269535.32401887764,Küçük Şehir,Spor Malzemeleri,8918.677557768593,46.32855085435595,Ediyor,obek_8,171.321288442006
2141,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,356103.7915803282,Büyük Şehir,Kozmetik,24037.680406963147,17.686010179542524,Etmiyor,obek_7,106.19921223760039
2142,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,176506.6241904114,Kırsal,Giyim,3857.1365465623635,15.632102264731571,Etmiyor,obek_2,59.47327785702515
2143,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,341967.89196554286,Küçük Şehir,Elektronik ve Teknolojik Ürünler,26275.49212919658,19.219632544029317,Etmiyor,obek_7,103.74405978425317
2144,Erkek,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,683190.3990094371,Büyük Şehir,Ev ve Mobilya,33257.017851738725,39.94577965628918,Etmiyor,obek_4,105.3722309009291
2145,Erkek,31-40,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,352872.483004014,Küçük Şehir,Spor Malzemeleri,7278.795433396412,15.91736581193128,Etmiyor,obek_3,23.05724297805372
2146,Kadın,41-50,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,194804.6977641408,Küçük Şehir,Ev ve Mobilya,4234.19554201189,17.646715375637726,Etmiyor,obek_2,41.53450797683007
2147,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,323645.66851225606,Küçük Şehir,Giyim,6789.38105603111,16.572561002324555,Etmiyor,obek_3,17.699329539071893
2148,Erkek,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,229669.52893025667,Küçük Şehir,Giyim,5582.146882138103,6.507915265262919,Etmiyor,obek_1,9.596186353878831
2149,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,338083.58907406183,Küçük Şehir,Giyim,30433.908524398357,20.430472714995776,Etmiyor,obek_7,93.05786896676678
2150,Kadın,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,163380.279457498,Köy veya Kasaba,Giyim,5836.291548355849,6.022525540944663,Etmiyor,obek_1,6.022525540944663
2151,Erkek,51-60,Bekar,Lise Mezunu,Kendi İşinin Sahibi,249626.46963208803,Köy veya Kasaba,Giyim,5853.443602439196,9.201377376399245,Etmiyor,obek_1,9.201377376399245
2152,Erkek,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,296495.82950936654,Büyük Şehir,Giyim,6535.986547060476,16.275686834299655,Etmiyor,obek_3,23.105608808383423
2153,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,244918.89385444863,Büyük Şehir,Kozmetik,8950.542460668976,40.57084024221429,Ediyor,obek_8,127.28343744776215
2154,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,214538.0142773228,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7153.508101892382,15.22831020377547,Etmiyor,obek_3,24.947739340765683
2155,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,351991.03901892743,Küçük Şehir,Ev ve Mobilya,26935.200640475116,20.50308855554503,Etmiyor,obek_7,92.10599502386552
2156,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,191764.04650072064,Büyük Şehir,Spor Malzemeleri,3970.405023709626,8.40796290582595,Etmiyor,obek_5,102.02123057903627
2157,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,879621.2351853002,Büyük Şehir,Spor Malzemeleri,31206.00969727517,41.565387138178934,Etmiyor,obek_4,88.67585013126629
2158,Kadın,51-60,Evli,Doktora Ötesi,Emekli,474941.0474661412,Köy veya Kasaba,Ev ve Mobilya,40031.65407408639,29.49772368538612,Etmiyor,obek_6,50.36678504336712
2159,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,350978.0513347057,Küçük Şehir,Ev ve Mobilya,27307.895447837487,20.275853270056388,Etmiyor,obek_7,92.93263093692028
2160,Erkek,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,336158.47411097575,Köy veya Kasaba,Spor Malzemeleri,6922.320994214199,14.488085656154784,Etmiyor,obek_3,22.5170838798681
2161,Erkek,31-40,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,448471.29504705954,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6624.925933911753,14.397562786682512,Etmiyor,obek_3,18.706161414208665
2162,Kadın,51-60,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,471750.7401140409,Köy veya Kasaba,Giyim,45156.458992058026,29.86926128252922,Etmiyor,obek_6,50.71757676309134
2163,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,803980.0184571974,Küçük Şehir,Kozmetik,35028.32078576111,36.95751501097218,Etmiyor,obek_4,89.57726232659661
2164,Erkek,51-60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,214883.28481843858,Köy veya Kasaba,Giyim,6363.780988674109,16.604265226892835,Etmiyor,obek_3,20.634386052381778
2165,Kadın,51-60,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,155329.21881889112,Kırsal,Spor Malzemeleri,4350.79380439385,18.8431464870458,Etmiyor,obek_2,60.784315030245224
2166,Kadın,18-30,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,187312.6343391486,Büyük Şehir,Kozmetik,4935.769671531868,7.281367850972485,Etmiyor,obek_1,10.915029283670581
2167,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,250554.7259116799,Köy veya Kasaba,Ev ve Mobilya,8913.895589502388,55.512615856770445,Ediyor,obek_8,152.21952417130817
2168,Erkek,18-30,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,200263.26596903027,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6875.658484520252,17.420711675029597,Ediyor,obek_3,24.14924679618766
2169,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,170578.50746135425,Büyük Şehir,Ev ve Mobilya,5464.894117226537,8.611345707965446,Etmiyor,obek_1,8.914830857102478
